      0.00010899     -0.00061981
     -0.00031664      0.00104525
     -0.00022435     -0.00083965
     -0.00013523      0.00092219
     -0.00033380     -0.00015678
      0.00007167     -0.00003092
      0.00005945     -0.00003965
     -0.00005293     -0.00011781
     -0.00304034      0.00000788
      0.00151080     -0.00137718
      0.00103952     -0.00026337
     -0.00131711     -0.00028815
      0.00050272     -0.00135018
     -0.00017660     -0.00078117
      0.00017255     -0.00170203
     -0.00040884      0.00027138
      0.00044769     -0.00083539
     -0.00019233      0.00014904
     -0.00012720      0.00017647
     -0.00006697      0.00137164
     -0.00031690     -0.00133459
     -0.00064139      0.00127866
      0.00008236     -0.00028282
      0.00035800     -0.00004069
     -0.00031924     -0.00047787
      0.00025544     -0.00023776
     -0.00001329     -0.00018372
     -0.00002993     -0.00024140
     -0.00224836     -0.00106005
      0.00109803      0.00203702
      0.00107233      0.00211989
     -0.00128614      0.00041712
      0.00114769     -0.00245007
     -0.00115032      0.00129043
      0.00130304     -0.00198293
     -0.00151823      0.00047304
     -0.00078856      0.00013568
     -0.00008619      0.00082351
     -0.00022394     -0.00100750
      0.00020668      0.00096390
     -0.00035769      0.00159326
     -0.00165162      0.00057291
      0.00037357     -0.00005411
      0.00129610      0.00114669
     -0.00030143     -0.00142268
     -0.00143726      0.00315237
     -0.00008916     -0.00003865
     -0.00082350     -0.00136610
     -0.00004055      0.00005992
      0.00073796     -0.00033851
     -0.00029761     -0.00008164
      0.00052554      0.00166080
     -0.00006347      0.00065236
     -0.00099570      0.00126169
     -0.00028078      0.00060324
     -0.00101512      0.00103787
      0.00005134     -0.00009315
      0.00024510     -0.00148201
     -0.00002983     -0.00050893
     -0.00051416     -0.00043286
      0.00074046      0.00018599
     -0.00097883      0.00004867
      0.00212836     -0.00131573
     -0.00000782     -0.00000052
     -0.00108632      0.00239707
     -0.00022322      0.00027905
     -0.00016094      0.00090377
      0.00046491     -0.00073513
     -0.00008641      0.00000160
      0.00036203     -0.00010651
     -0.00019551      0.00023865
      0.00008030     -0.00026907
      0.00005403     -0.00015780
      0.00026950     -0.00061225
      0.00003701     -0.00021145
     -0.00005229      0.00129849
     -0.00209177     -0.00092781
      0.00059567      0.00128647
      0.00044060     -0.00005512
      0.00018169      0.00012121
     -0.00201798      0.00143595
     -0.00117285      0.00078814
      0.00199594     -0.00365872
     -0.00058867     -0.00159469
      0.00058184      0.00021656
     -0.00362322     -0.00011733
      0.00152841     -0.00137081
     -0.00084448     -0.00057418
      0.00008319     -0.00133958
      0.00005642     -0.00034306
      0.00003286     -0.00267089
     -0.00128783      0.00371743
     -0.00103789     -0.00245809
      0.00018133      0.00011810
      0.00024800      0.00177135
      0.00040360      0.00021570
     -0.00050989      0.00071182
      0.00013348      0.00073814
     -0.00031043      0.00086287
      0.00011908      0.00018677
     -0.00014929      0.00125638
      0.00181106     -0.00234840
      0.00074592     -0.00051788
     -0.00416069      0.00006925
      0.00158087     -0.00076730
     -0.00003926     -0.00020168
     -0.00045038     -0.00017709
     -0.00186368     -0.00075108
      0.00019735      0.00157913
      0.00001545      0.00003180
      0.00062829     -0.00115229
     -0.00006214      0.00082937
      0.00053767      0.00055701
     -0.00254877      0.00000463
      0.00120085     -0.00015014
      0.00138092     -0.00053616
     -0.00102601      0.00208410
     -0.00003691     -0.00048735
      0.00049403     -0.00195073
      0.00044746      0.00009796
      0.00000460      0.00000301
     -0.00019404      0.00138010
     -0.00038568      0.00035602
     -0.00216734      0.00153674
     -0.00031269      0.00201861
     -0.00430997      0.00010234
     -0.00075299     -0.00067247
     -0.00001581     -0.00079208
     -0.00011635     -0.00080622
     -0.00012964     -0.00003192
      0.00064834      0.00005391
      0.00036421     -0.00005973
      0.00031444     -0.00074557
      0.00014346      0.00139743
     -0.00137490     -0.00070141
     -0.00105541      0.00025032
      0.00051303     -0.00046339
      0.00032734     -0.00018152
      0.00046466     -0.00375820
     -0.00168283      0.00142259
     -0.00090527      0.00120938
     -0.00406021     -0.00021331
     -0.00061096     -0.00171928
      0.00094122      0.00040211
     -0.00308795     -0.00011557
      0.00071876      0.00001003
      0.00172425     -0.00141616
     -0.00386870     -0.00053075
      0.00122486     -0.00078752
     -0.00034810      0.00124273
      0.00047605     -0.00323954
     -0.00029913      0.00013479
      0.00064183     -0.00129984
     -0.00057740      0.00041421
      0.00016769     -0.00027300
     -0.00013775      0.00086502
     -0.00024829     -0.00097476
     -0.00045572      0.00082550
     -0.00008100     -0.00000427
      0.00035505      0.00008588
     -0.00090273     -0.00110945
      0.00090754     -0.00106840
      0.00082624     -0.00238548
     -0.00006489     -0.00099045
     -0.00047188     -0.00033183
     -0.00007196      0.00045554
      0.00064008      0.00081443
     -0.00146984      0.00127083
      0.00087043     -0.00200032
     -0.00076964      0.00020984
      0.00150478     -0.00287299
     -0.00051929      0.00042091
     -0.00003744     -0.00016684
      0.00006781      0.00115927
     -0.00035726     -0.00122710
