      0.00014843      0.00014050      0.00001775      0.00000857      0.00000210     -0.00000356      0.00000344      0.00001905      0.00004613      0.00007782      0.00002355      0.00001056     -0.00000593     -0.00002686     -0.00002067     -0.00000482      0.00002845      0.00006327      0.00005275      0.00001033      0.00004082      0.00000206
     -0.00022230     -0.00019078     -0.00020901     -0.00017976     -0.00001793     -0.00000051      0.00001505      0.00001521     -0.00000496     -0.00001466     -0.00001116     -0.00000281      0.00000694      0.00000644     -0.00002306     -0.00007378     -0.00011761     -0.00006994     -0.00027793     -0.00025102     -0.00015932     -0.00003134
      0.00015159      0.00015568     -0.00001420     -0.00001754      0.00001624     -0.00000483     -0.00000472     -0.00000361     -0.00001546     -0.00001630     -0.00000202     -0.00000103      0.00000416      0.00001258      0.00000466     -0.00001597      0.00006304      0.00010426      0.00002834     -0.00003652      0.00004051      0.00003348
      0.00034346      0.00033271      0.00006948      0.00005123      0.00000647     -0.00006307     -0.00002615     -0.00003429     -0.00006676     -0.00007524     -0.00001169     -0.00000222      0.00000491      0.00002385      0.00004056      0.00002391      0.00017093      0.00020511      0.00016904      0.00005446      0.00010426     -0.00000348
     -0.00011566     -0.00009154     -0.00006063      0.00000645      0.00003737      0.00008377      0.00012557      0.00018383      0.00006170      0.00005989      0.00005696      0.00004470      0.00001854     -0.00000048     -0.00002874     -0.00005402     -0.00007808     -0.00004738     -0.00011222     -0.00006035      0.00000317      0.00005658
      0.00002716      0.00002878     -0.00000872      0.00001430     -0.00002128     -0.00004661      0.00004459      0.00007099     -0.00002059     -0.00002962      0.00001860      0.00002016     -0.00000211     -0.00000446     -0.00000408     -0.00001567      0.00000885      0.00002712     -0.00000967     -0.00000582     -0.00000659     -0.00005430
      0.00010726      0.00009670      0.00001826     -0.00000976     -0.00004840     -0.00010823     -0.00005024     -0.00006221     -0.00005910     -0.00006276     -0.00001984     -0.00001273     -0.00001587     -0.00000129      0.00001786      0.00002026      0.00007660      0.00007592      0.00006091      0.00001670     -0.00001557     -0.00008872
     -0.00003248     -0.00002834     -0.00004829     -0.00003788     -0.00000191      0.00000429      0.00002367      0.00003309      0.00000419      0.00000236      0.00000753      0.00000721     -0.00000247     -0.00000759     -0.00006082     -0.00008564     -0.00007818     -0.00002434     -0.00008990     -0.00006216     -0.00002599     -0.00000306
     -0.00000841     -0.00000793     -0.00001213     -0.00001185     -0.00000035      0.00000138      0.00000242      0.00000337      0.00000110      0.00000088      0.00000144      0.00000060      0.00000201      0.00000806     -0.00002603     -0.00004707     -0.00001228      0.00001505     -0.00002748     -0.00002515     -0.00000723      0.00000086
     -0.00005772     -0.00007266     -0.00002401     -0.00002055     -0.00001118      0.00000121      0.00000654      0.00000778      0.00000358     -0.00000549     -0.00000569     -0.00000256      0.00003262      0.00006938      0.00009299      0.00005112      0.00016080      0.00012124      0.00006693      0.00000856      0.00000016     -0.00000767
      0.00002034      0.00002311      0.00004281      0.00003614     -0.00000120     -0.00000969     -0.00002088     -0.00002481     -0.00000259      0.00000509      0.00001585      0.00001466      0.00000027     -0.00000456     -0.00006021     -0.00007486     -0.00004898     -0.00000772     -0.00002595     -0.00000573      0.00000238     -0.00000136
