     -0.00009968     -0.00007433     -0.00000458      0.00000016      0.00000131     -0.00002154     -0.00001718     -0.00003676     -0.00007438     -0.00010198     -0.00002430     -0.00000908      0.00000287      0.00000993     -0.00000249     -0.00000485     -0.00008215     -0.00010681     -0.00007312     -0.00001238     -0.00003746     -0.00000124
      0.00010945      0.00007188      0.00005846      0.00002966     -0.00000315      0.00000418      0.00001876      0.00005628      0.00003201      0.00003553      0.00002117      0.00000296     -0.00000604      0.00000103      0.00007242      0.00013053      0.00016081      0.00007946      0.00024825      0.00019126      0.00010671      0.00001601
     -0.00005447     -0.00004856      0.00000410      0.00000290     -0.00000353      0.00000039      0.00000210      0.00000443      0.00000047      0.00000050      0.00000213      0.00000144     -0.00000710     -0.00002183     -0.00000999      0.00001881     -0.00007065     -0.00009826     -0.00002459      0.00002439     -0.00001995     -0.00001472
     -0.00011894     -0.00010112     -0.00001812     -0.00001323     -0.00000079      0.00002297      0.00000656      0.00000861      0.00003728      0.00005695      0.00000984      0.00000128     -0.00000856     -0.00004607     -0.00007009     -0.00003550     -0.00020066     -0.00019979     -0.00013526     -0.00003286     -0.00005284      0.00000088
      0.00004280      0.00003182      0.00002184     -0.00000624     -0.00002241     -0.00006606     -0.00011392     -0.00021410     -0.00009851     -0.00012932     -0.00014743     -0.00013206     -0.00006402     -0.00000049      0.00006219      0.00009903      0.00011105      0.00005114      0.00009425      0.00003914     -0.00000174     -0.00002438
     -0.00001432     -0.00001558      0.00000335     -0.00000605      0.00002499      0.00006805     -0.00004346     -0.00009027      0.00009139      0.00015653     -0.00004452     -0.00007059      0.00002578      0.00002154      0.00000935      0.00003127     -0.00001537     -0.00003549      0.00000651      0.00000501      0.00000436      0.00002792
     -0.00005977     -0.00006225     -0.00001759      0.00000421      0.00005514      0.00017611      0.00010459      0.00019239      0.00027729      0.00041425      0.00015761      0.00009596      0.00010703      0.00000448     -0.00005885     -0.00004831     -0.00013013     -0.00009740     -0.00005871     -0.00000967      0.00000985      0.00004802
      0.00002598      0.00003888      0.00007202      0.00007436      0.00000952     -0.00002424     -0.00012090     -0.00026943     -0.00008706     -0.00009529     -0.00015651     -0.00010695      0.00001542      0.00004203      0.00018569      0.00018688      0.00011954      0.00002008      0.00006490      0.00003486      0.00001239      0.00000173
      0.00000455      0.00000236      0.00003059      0.00004037     -0.00000511     -0.00001106     -0.00003053     -0.00007755     -0.00000965     -0.00000504     -0.00003669     -0.00001239     -0.00000613     -0.00002524      0.00006890      0.00008571      0.00002586     -0.00000419      0.00001364      0.00000384      0.00000384      0.00000146
      0.00010217      0.00003743     -0.00001337     -0.00003492     -0.00004419     -0.00000147      0.00003448      0.00009395      0.00015083      0.00020255      0.00005141      0.00000694     -0.00011995     -0.00017318     -0.00014543     -0.00003957     -0.00003524      0.00004590      0.00008458      0.00004161      0.00007256      0.00003117
     -0.00005572     -0.00003151     -0.00003081     -0.00000536      0.00000271     -0.00001499     -0.00006096     -0.00015117     -0.00005419     -0.00006042     -0.00008557     -0.00005269     -0.00000075      0.00000760      0.00003491      0.00000271     -0.00003173     -0.00001743     -0.00011314     -0.00010059     -0.00004160      0.00000575
